, Alcoholic Beverages, Champagne Toast, Coffee + Tea Service, Credit Card Processing Fee, Decor, Delivery, Equipment - TBD, Equipment Rentals, Equipment Rentals - TBD, Event Menu, Event Personnel, Florals, Florals - Outside, Gratuity, In House Equipment, In House Linens, In House Tables & Chairs, Lighting, Our Gift to You!, Service Charge, Soft Beverages, Specialty Menu Items, Specialty Soft Beverages, Subtotal, Suggestions & Options, Sweet Treats, Tenting, Total Discount, Valet, Venue Fee, Venue to Provide, Wedding Cake, Wine Service with Dinner,AE,Additional Fee,Additional Fee tax,Adult Guests,Alcoholic Beverages,Alcoholic Beverages Discount,CIS #,Champagne Toast,Champagne Toast Discount,Coffee + Tea Service,Coffee + Tea Service Discount,Credit Card Processing Fee,Credit Card Processing Fee Discount,Customer,Decor,Decor Discount,Definite,Delivery,Delivery Discount,Discounts,Entered By,Entered Date,Equipment - TBD,Equipment - TBD Discount,Equipment Rentals,Equipment Rentals - TBD,Equipment Rentals - TBD Discount,Equipment Rentals Discount,Estimate Total,Event Date,Event Menu,Event Menu Discount,Event Personnel,Event Personnel Discount,Event#,Florals,Florals - Outside,Florals - Outside Discount,Florals Discount,Gratuity,Gratuity Discount,In House Equipment,In House Equipment Discount,In House Linens,In House Linens Discount,In House Tables & Chairs,In House Tables & Chairs Discount,Lighting,Lighting Discount,Our Gift to You!,Our Gift to You! Discount,Sales Tax,Service Charge,Service Charge Discount,Soft Beverages,Soft Beverages Discount,Specialty Menu Items,Specialty Menu Items Discount,Specialty Soft Beverages,Specialty Soft Beverages Discount,State,Subtotal,Suggestions & Options,Suggestions & Options Discount,Sweet Treats,Sweet Treats Discount,Tenting,Tenting Discount,Valet,Valet Discount,Venue Fee,Venue Fee Discount,Venue to Provide,Venue to Provide Discount,Wedding Cake,Wedding Cake Discount,Wine Service with Dinner,Wine Service with Dinner Discount
836,800.0,,36.0,150.07,,150.0,,,,3360.0,1728.0,,,,1205.6,,,,,,201.75,,,8045.42,,,,238.25,,450.0,,,,Sam,,,80.0,,,15845,,,,,,,Capitol One,,,11/21/16,,,,Arline,10/13/2016,,,,,,,,2016-12-19,,,,,,,,,,,,,,,,,,,,,,744.54,,,,,,,,,DC,,,,,,,,,,,,,,,,,
837,2805.0,,36.0,207.53,,150.0,,,,302.5,619.0,,,,2433.49,,,,,,54.0,,,1161.5,,990.0,,140.0,2450.0,850.0,,,,Sam,,,18.0,,,16921,,,,,,,Wesley Scott,,,01/03/17,,,,Konstandt,01/03/2017,,,,,,,,2017-01-12,,,,,,,,,,,,,,,,,,,,,,116.15,,,,,,,,,DC,,,,,,,,,,,,,,,,,
838,2805.0,,150.0,207.53,,150.0,,,,3982.5,3468.0,,,,2433.49,380.0,,,,,553.13,,,17889.65,,990.0,,1716.18,2450.0,850.0,,,,Sam,,,165.0,,,16268,,,,,,,TeraThink Corporation,,,12/05/16,,,,Arline,11/09/2016,,,,,,,,2017-01-28,,,,,,,,,,,,,,,,,,,,,,1683.21,,,,,,,,,DC,,,,,,,,,,,,,,,,,
839,720.0,,150.0,84.24,,150.0,,,,1320.0,2049.0,,,,1204.2,380.0,,,,,285.0,,,6498.2,,240.0,,311.75,,118.12,,,,Sam,,,60.0,,,16818,,,,,,,Washington Concert Opera,,,01/12/17,,,,Konstandt,12/20/2016,,,,,,,,2017-01-29,,,,,,,,,,,,,,,,,,,,,,295.59,,,,,,,,,DC,,,,,,,,,,,,,,,,,
840,,,112.5,84.24,,150.0,,,,900.0,651.15,,,,793.35,180.0,,,,,168.75,,,3158.11,,,,311.75,,118.12,,,,Sam,,,50.0,,,16826,,,,,,,Carahsoft,,,12/22/16,,,,Konstandt,12/21/2016,,,,,,,,2017-01-31,,,,,,,,,,,,,,,,,,,,,,295.59,,,,,,,,,DC,,,,,,,,,,,,,,,,,
841,,,36.0,,,150.0,,,,302.5,619.0,,,,,,,,,,54.0,,,1161.5,,,,140.0,,,,,,Sam,,,18.0,,,16924,,,,,,,Wesley Scott,,,01/16/17,,,,Konstandt,01/03/2017,,,,,,,,2017-02-01,,,,,,,,,,,,,,,,,,,,,,116.15,,,,,,,,,DC,,,,,,,,,,,,,,,,,
842,1470.0,,,103.73,,150.0,,,,192.0,495.0,,,,860.3,,,,,,33.0,,140.0,870.0,,280.0,,116.0,,451.0,,,,Sam,,,12.0,,,17255,,,,,,,Wesley Scott,,,02/02/17,,,,Konstandt,01/25/2017,,,,,,,,2017-02-08,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,DC,,,,,,,,,,,,,,,,,
843,1470.0,,28.0,103.73,,150.0,,,,2380.0,1466.0,,,,860.3,,,,,,245.0,,140.0,7546.03,,280.0,,330.0,,451.0,,,,Sam,,,70.0,,,15889,,,,,,,World Bank,,,11/23/16,,,,Thaler,10/17/2016,,,,,,,,2017-02-08,,,,,,,,,,,,,,,,,,,,,,111.35,,,,,,,,,DC,,,,,,,,,,,,,,,,,
844,,,28.0,96.74,,150.0,,,,247.5,619.0,,,,27.0,260.0,,,,,42.0,,,1113.5,,,,107.0,,130.0,,,,Sam,,,14.0,,,17381,,,,,,,Wesley Scott,,,02/03/17,,,,Konstandt,02/02/2017,,,,,,,,2017-02-09,,,,,,,,,,,,,,,,,,,,,,111.35,,,,,,,,,DC,,,,,,,,,,,,,,,,,
845,,,120.0,96.74,,150.0,,,,990.0,1141.5,,,,558.0,260.0,,,,,180.0,,,3626.24,,96.0,,5000.0,,130.0,,,,Sam,,,50.0,,,17083,,,,,,,Box,,,01/25/17,,,,Konstandt,01/12/2017,,,,,,,,2017-02-16,,,,,,,,,,,,,,,,,,,,,,339.95,,,,,,,,,DC,,,,,,,,,,,,,,,,,
846,,,,31.7,,150.0,,200.0,,486.0,336.0,,,,348.17,,,,,,72.0,,,1369.87,,96.0,,5000.0,,,,450.0,,Sam,,,99.0,,,14805,,,,,,,International Spy Museum,,,01/27/17,,,,Noonan,07/12/2016,,,,,,,,2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
847,420.0,,,73.71,,150.0,,200.0,,1980.0,1953.0,,,,967.8,,15.0,,,,30.0,,,6260.8,,560.0,,1074.6,,,,450.0,,Sam,,,90.0,,,17097,,,,,,,International Spy Museum,,,01/27/17,,,,Konstandt,01/13/2017,,,,,,,,2017-02-23,,,,,,,,,,,,,,,,,,,,,,268.05,,,,,,,,,DC,,,,,,,,,,,,,,,,,
848,420.0,,36.0,73.71,,150.0,,,,840.0,697.5,,,,348.0,,15.0,,,,30.0,,,2754.21,,180.0,,140.0,,,,,,Sam,,,30.0,,,17632,,,,,,,Goodwin | Procter,,,02/22/17,,,,Konstandt,02/21/2017,,,,,,,,2017-02-23,,,,,,,,,,,,,,,,,,,,,,268.05,,,,,,,,,DC,,,,,,,,,,,,,,,,,
849,939.0,,36.0,54.81,,150.0,,,,302.5,619.0,,,,802.8,368.0,,,,,54.0,,,1161.5,,240.0,,140.0,,310.9,,,,Sam,,,18.0,,,17254,,,,,,,Wesley Scott,,,02/20/17,,,,Konstandt,01/25/2017,,,,,,,,2017-03-01,,,,,,,,,,,,,,,,,,,,,,116.15,,,,,,,,,DC,,,,,,,,,,,,,,,,,
850,939.0,,80.0,54.81,195.0,150.0,15.59,,,1690.0,2002.5,,,,802.8,368.0,,,,,160.0,,,6798.01,,240.0,,,,310.9,,,,Sam,,,40.0,,,17354,,,,,,,Deloitte,,,02/17/17,,,,Konstandt,02/01/2017,,,,,,,,2017-03-01,,,,,,,,,,,,,,,,,,,,,,643.23,,,,,,,,,DC,,,,,,,,,,,,,,,,,
851,,,55.0,,195.0,150.0,15.59,,,1034.0,1443.0,,,,378.0,205.0,,,,,82.5,64.0,,3868.84,,176.0,,80.0,,134.75,,,,Sam,,,14.0,,,17348,,,,,,,State Farm Mutual Automobile Insurance Company,,,02/20/17,,,,Konstandt,02/01/2017,,,,,,,,2017-03-02,,,,,,,,,,,,,,,,,,,,,,373.41,,,,,,,,,DC,,,,,,,,,,,,,,,,,
852,,,,,,150.0,,,,990.0,679.5,,,,60.0,,135.0,,,,55.0,64.0,,1998.5,,180.0,,80.0,,,,,,Sam,,,20.0,,,17256,,,,,,,Wesley Scott,,,02/20/17,,,,Konstandt,01/25/2017,,,,,,,,2017-03-08,,,,,,,,,,,,,,,,,,,,,,199.85,,,,,,,,,DC,,,,,,,,,,,,,,,,,
853,,,,,,150.0,,,,1003.5,1356.0,,,,716.4,,135.0,,,,157.5,64.0,,3698.4,,180.0,,332.0,,,,,,Sam,,,45.0,,,17140,,,,,,,Troutman Sanders,,,03/09/17,,,,Konstandt,01/17/2017,,,,,,,,2017-03-16,,,,,,,,,,,,,,,,,,,,,,266.54,,,,,,,,,VA,,,,,,,,,,,,,,,,,
854,1020.0,,,,,150.0,,,,666.0,679.5,,,,54.0,448.0,15.0,,,,49.5,64.0,,1663.0,,510.0,,80.0,,,,,,Sam,,,18.0,,,17624,,,,,,,Wesley Scott,,,02/21/17,,,,Konstandt,02/20/2017,,,,,,,,2017-03-22,,,,,,,,,,,,,,,,,,,,,,166.3,,,,,,,,,DC,,,,,,,,,,,,,,,,,
855,1020.0,,,,,150.0,,,,1700.0,1257.0,,,,876.05,448.0,15.0,,,,255.0,,,6231.05,,510.0,,772.48,,,,,300.0,Sam,,,85.0,,,18009,,,,,,,Venture Philanthropy Partners,,,03/17/17,,,,Konstandt,03/14/2017,,,,,,,,2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
856,1020.0,,,,126.0,150.0,,,,2591.25,2611.5,80.0,,,750.12,84.0,,,,,240.0,,,8022.87,,360.0,,772.48,,,,,300.0,Sam,,,60.0,,,17337,,,,,,,International Spy Museum,,,03/06/17,,,,Konstandt,01/31/2017,,,,,,,,2017-03-23,,,,,,,,,,,,,,,,,,,,,,355.62,,,,,,,,,DC,,,,,,,,,,,,,,,,,
857,599.0,,,,126.0,150.0,,,,756.0,1328.75,80.0,,,288.36,84.0,,,,,27.5,64.0,,3556.11,,144.0,,214.12,,,,,,Sam,,,18.0,,,17705,,,,,,,National Association of Home Builders,,,03/13/17,,,,Konstandt,02/23/2017,,,,,,,,2017-03-27,,,,,,,,,,,,,,,,,,,,,,355.62,,,,,,,,,DC,,,,,,,,,,,,,,,,,
858,,,,,,150.0,,,,515.0,679.5,,,,60.0,,,,,,27.5,64.0,,1496.0,,,,124.0,,,,,,Sam,,,10.0,,,17904,,,,,,,Wesley Scott,,,03/13/17,,,,Konstandt,03/08/2017,,,,,,,,2017-03-27,,,,,,,,,,,,,,,,,,,,,,149.6,,,,,,,,,DC,,,,,,,,,,,,,,,,,
859,935.0,,,,,150.0,,,,634.0,740.0,,,,60.0,261.0,15.0,,,,55.0,,,1639.0,,,,144.0,,,,,,Sam,,,20.0,,,17625,,,,,,,Wesley Scott,,,02/21/17,,,,Konstandt,02/20/2017,,,,,,,,2017-03-29,,,,,,,,,,,,,,,,,,,,,,163.9,,,,,,,,,DC,,,,,,,,,,,,,,,,,
860,935.0,,,,,150.0,,,,1980.0,1697.0,,,,792.0,261.0,15.0,,,,220.0,,,6050.0,,182.0,,3626.15,,,,,,Sam,,,55.0,,,17927,,,,,,,National Association of Home Builders,,,03/13/17,,,,Konstandt,03/09/2017,,,,,,,,2017-03-30,,,,,,,,,,,,,,,,,,,,,,605.0,,,,,,,,,DC,,,,,,,,,,,,,,,,,
861,1680.52,,,,,150.0,,,,9194.0,9342.5,,,,2531.15,520.0,70.0,,,,206.0,,,23806.17,,182.0,,3626.15,,,,,,Sam,,,206.0,,,16767,,,,,,,Lorton Community Action Center,,,01/18/17,,,,Gordon,12/14/2016,,,,,,,,2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,
862,750.0,,,,,150.0,,160.0,,2287.5,2793.0,,,,1291.5,275.0,70.0,,,,225.0,,,8067.0,,225.0,,715.8,,,,,,Sam,,,75.0,,,17570,,,,,,,General Dynamics,,,03/06/17,,,,Konstandt,02/16/2017,,,,,,,,2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
863,,,1050.0,,,150.0,,160.0,,1125.0,1813.5,,,,1234.2,233.0,,,,,150.0,,,5082.7,,450.0,,715.8,,,,,,Sam,,,75.0,,,16950,,,,,,,International Spy Museum,,,03/21/17,,,,Konstandt,01/05/2017,,,,,,,,2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
864,,,1050.0,,,150.0,,466.0,,2850.0,2157.5,580.0,,,386.1,233.0,,,,,210.0,,,7292.6,,560.0,,1256.9,,,,,,Sam,,,300.0,,,16886,,,,,,,A-SPAN,,,01/19/17,,,,Konstandt,12/29/2016,,,,,,,,2017-04-07,,,,,,,,,,,,,,,,,,,,,,499.55,,,,,,,,,VA,,,,,,,,,,,,,,,,,
865,,,140.0,,,150.0,,,,1732.5,1504.5,580.0,,,1414.2,423.0,,,,,210.0,,,6714.2,,560.0,,471.4,,,,,,Sam,,,70.0,,,17856,,,,,,,Reston Community Center,,,03/23/17,,,,Gordon,03/06/2017,,,,,,,,2017-04-09,,,,,,,,,,,,,,,,,,,,,,499.55,,,,,,,,,VA,,,,,,,,,,,,,,,,,
866,300.0,,60.0,22.55,,150.0,,,,8800.0,6547.5,,,,1372.5,134.4,,,,,75.0,,,16870.0,,120.0,,6532.5,,115.5,,,,Sam,,,250.0,,,17497,,,,,,,Edmund Burke School,,,03/13/17,,,,Konstandt,02/13/2017,,,,,,,,2017-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
867,300.0,,60.0,22.55,,150.0,,,,600.0,1163.5,,,,288.15,134.4,,,,,75.0,,,3029.1,,120.0,,84.45,,115.5,,,,Sam,,,30.0,,,17630,,,,,,,The Ohio State University College of Engineering,,,04/05/17,,,,Konstandt,02/21/2017,,,,,,,,2017-04-26,,,,,,,,,,,,,,,,,,,,,,164.55,,,,,,,,,DC,,,,,,,,,,,,,,,,,
868,800.0,,,50.84,,150.0,,567.5,,500.0,697.5,,,,188.0,50.0,,,,,60.0,,,1645.5,,,,,,,,,,Sam,,,20.0,,,17773,,,,,,,Beam Suntory,,,03/08/17,,,,Konstandt,02/28/2017,,,,,,,,2017-04-27,,,,,,,,,,,,,,,,,,,,,,164.55,,,,,,,,,DC,,,,,,,,,,,,,,,,,
869,800.0,,,50.84,,150.0,,567.5,,1900.0,1467.0,,,,680.0,297.0,,,,,150.0,,,6062.34,,,,119305.94,,,,,,Sam,,,50.0,,,17932,,,,,,,SMACNA,,,03/22/17,,,,Konstandt,03/09/2017,,,,,,,,2017-05-03,,,,,,,,,,,,,,,,,,,,,,601.15,,,,,,,,,DC,,,,,,,,,,,,,,,,,
870,,,,,,70.0,,84.0,,2136.0,1586.0,,,,497.2,,,,,,212.4,,,1313876.34,,504.0,,119305.94,,,,,,Spenc,,,72.0,,,12147,,,,,,,M + R Strategic Services,,,11/25/2015,,,,Lacot,11/10/2015,,,,,,,,2015-12-17,,,,,,,,,,,,,,,,,,,,,,95912.2,,,,,,,,,DC,,,,,,,,,,,,,,,,,
871,,,,,,70.0,,84.0,,2136.0,1586.0,,,200.0,497.2,186.0,,,,,212.4,,,5089.6,,504.0,,877.2,,,,,,Spenc,,,72.0,,,12147,,,,,,,M + R Strategic Services,,,11/25/15,,,,Lacot,11/10/2015,,,,,,,,2015-12-17,,,,,,,,,,,,,,,,,,,,,,508.96,,,,,,,,,DC,,,,,,,,,,,,,,,,,
872,,,,,,150.0,,20.0,,1030.0,789.0,,,200.0,303.0,186.0,,,,,,,,2678.0,,,,738.54,,,,,,Spenc,,,30.0,,,11674,,,,,,,Tom James Company,,,10/07/15,,,,McCormack,10/07/2015,,,,,,,,2015-12-17,,,,,,,,,,,,,,,,,,,,,,180.88,,,,,,,,,MD,,,,,,,,,,,,,,,,,
873,,,,,,150.0,,2538.5,,3300.0,1802.0,,,,1634.16,,,,,,,,,6886.16,,780.0,,738.54,,,,,,Spenc,,,110.0,,,12243,,,,,,,Meridian House,,,11/18/15,,,,McCormack,11/17/2015,,,,,,,,2015-12-18,,,,,,,,,,,,,,,,,,,,,,1246.6,,,,,,,,,DC,,,,,,,,,,,,,,,,,
874,456.0,,,,,150.0,,2538.5,,6857.5,4302.0,,,500.0,1207.05,,,,,,171.0,,,15685.05,,780.0,,1682.05,,,,,,Spenc,,,130.0,,,10907,,,,,,,Cexec,,,10/13/15,,,,McCormack,07/31/2015,,,,,,,,2015-12-18,,,,,,,,,,,,,,,,,,,,,,1246.6,,,,,,,,,VA,,,,,,,,,,,,,,,,,
875,456.0,,,,,150.0,,635.5,,1194.0,1632.0,,,500.0,482.82,,,,,,171.0,176.0,736.0,5449.32,,228.0,,392.12,,,,,,Spenc,,,42.0,,,11149,,,,,,,Kirkbride,,,09/03/15,,,,McCormack,08/26/2015,,,,,,,,2015-12-19,,,,,,,,,,,,,,,,,,,,,,369.92,,,,,,,,,VA,,,,,,,,,,,,,,,,,
876,,,,,,150.0,,3326.0,,6737.5,7932.0,,,,2221.92,,,,,,720.0,176.0,736.0,21999.42,,36.0,,817.2,,,,405.0,,Spenc,,,184.0,,,10317,,,,,,,Bottiny,,,06/03/15,,,,Lacot,05/26/2015,,,,,,,,2015-12-19,,,,,,,,,,,,,,,,,,,,,,1645.75,,,,,,,,,VA,,,,,,,,,,,,,,,,,
877,,,,,,100.0,127.5,1725.0,,1957.5,1898.0,,,,1104.91,,,,,,130.0,24.0,,5525.41,,36.0,,473.54,,,,405.0,,Spenc,,,63.0,,,9771,,,,,,,Valadez,,,05/17/15,,,,Lacot,04/08/2015,,,,,,,,2015-12-27,,,,,,,,,,,,,,,,,,,,,,422.42,,,,,,,,,VA,,,,,,,,,,,,,,,,,
878,490.0,,,,,125.0,127.5,1725.0,,2253.5,2786.0,,,,464.36,,,,,,130.0,306.0,,7917.36,,,,571.5,,,,,,Spenc,,,51.0,,,11455,,,,,,,Spagnolo,,,10/01/15,,,,Lacot,09/21/2015,,,,,,,,2016-01-09,,,,,,,,,,,,,,,,,,,,,,575.12,,,,,,,,,MD,,,,,,,,,,,,,,,,,
879,490.0,,,,,75.0,,1106.85,,1260.0,918.0,,,,372.05,,,,,,105.0,,,3220.05,,414.0,,75.0,,555.89,,,,Spenc,,,35.0,,,12528,,,,,,,FLP Advisors,,,01/04/16,,,,Lacot,12/16/2015,,,,,,,,2016-01-12,,,,,,,,,,,,,,,,,,,,,,322.01,,,,,,,,,DC,,,,,,,,,,,,,,,,,
880,,,225.0,,,75.0,,1106.85,,1725.0,2238.0,,,,2009.25,,,,,,450.0,,,6114.74,,414.0,,726.92,,555.89,,,,Spenc,,,69.0,,,12537,,,,,,,Paxton Companies,,,12/23/15,,,,McCormack,12/17/2015,,,,,,,,2016-01-15,,,,,,,,,,,,,,,,,,,,,,414.59,,,,,,,,,VA,,,,,,,,,,,,,,,,,
881,,,225.0,,,150.0,,2494.5,,3798.9,6446.0,,,,2009.25,,,,,,450.0,96.0,,15573.65,,,,720.35,,,,,,Spenc,,,125.0,,,9306,,,,,,,Wiggs,,,05/16/15,,,,Blake,03/03/2015,,,,,,,,2016-01-22,,,,,,,,,,,,,,,,,,,,,,1557.37,,,,,,,,,DC,,,,,,,,,,,,,,,,,
882,,,,,,75.0,,2680.5,,5197.5,4148.0,,,,1253.47,,,,,,405.0,96.0,,13855.47,,,,2484.48,,,,,,Spenc,,,135.0,,,9938,,,,,,,Powell,,,06/24/15,,,,Blake,04/21/2015,,,,,,,,2016-01-23,,,,,,,,,,,,,,,,,,,,,,1054.77,,,,,,,,,VA,,,,,,,,,,,,,,,,,
883,1650.0,,,,,150.0,,1573.5,,1858.0,2691.0,,,,598.43,,,,,,160.0,,,7030.93,,2500.0,,696.77,,,,,,Spenc,,,40.0,,,11897,,,,,,,Sitcov,,,01/06/16,,,,Lacot,10/26/2015,,,,,,,,2016-01-23,,,,,,,,,,,,,,,,,,,,,,703.09,,,,,,,,,DC,,,,,,,,,,,,,,,,,
884,1650.0,,,,,100.0,,949.0,,5250.0,3238.0,,,,1440.0,,,,,,900.0,,,16027.0,,2500.0,,678.5,,415.0,,,,Spenc,,,300.0,,,12550,,,,,,,Intelsat,,,12/21/15,,,,Keene,12/18/2015,,,,,,,,2016-01-27,,,,,,,,,,,,,,,,,,,,,,1367.62,,,,,,,,,VA,,,,,,,,,,,,,,,,,
885,1100.0,,,,,125.0,,1373.65,,2400.0,1724.35,,,,678.5,,,,,,250.0,,,8466.5,,400.0,,678.5,,415.0,,,,Spenc,,,100.0,,,12549,,,,,,,Hosts DC,,,01/04/16,,,,Blake,12/18/2015,,,,,,,,2016-01-27,,,,,,,,,,,,,,,,,,,,,,805.16,,,,,,,,,DC,,,,,,,,,,,,,,,,,
886,698.0,,,,,150.0,,,,992.0,409.5,,,,256.33,,,,,,120.0,,,2625.83,,,,10890.0,,,,,,Spenc,,,200.0,,,12568,,,,,,,United States Institute of Peace,,,12/21/15,,,,Blake,12/21/2015,,,,,,,,2016-01-28,,,,,,,,,,,,,,,,,,,,,,220.95,,,,,,,,,DC,,,,,,,,,,,,,,,,,
887,698.0,,,,,150.0,,2516.67,,992.0,409.5,,,,256.33,,,,,,120.0,,,2625.83,,,,936.17,,,,,,Spenc,,,30.0,,,12618,,,,,,,Accenture,,,01/13/16,,,,Blake,12/28/2015,,,,,,,,2016-01-29,,,,,,,,,,,,,,,,,,,,,,220.95,,,,,,,,,VA,,,,,,,,,,,,,,,,,
888,,,,,,150.0,,2516.67,,3441.6,5472.0,,,,1905.7,,,,,,561.6,,,14047.57,,156.0,,936.17,,,,,,Spenc,,,104.0,,,9200,,,,,,,HJ Planners,,,03/03/15,,,,Blake,02/23/2015,,,,,,,,2016-01-30,,,,,,,,,,,,,,,,,,,,,,1404.76,,,,,,,,,DC,,,,,,,,,,,,,,,,,
889,,,225.0,,,150.0,,745.0,,852.0,742.0,,,,412.36,,,,,,104.0,,,2416.36,,156.0,,180.0,,,,,,Spenc,,,26.0,,,12955,,,,,,,Albright Stonebridge Group LLC,,,02/02/16,,,,Blake,01/28/2016,,,,,,,,2016-02-04,,,,,,,,,,,,,,,,,,,,,,241.64,,,,,,,,,DC,,,,,,,,,,,,,,,,,
890,,,225.0,,,150.0,,745.0,,2942.1,1926.0,,,,1581.3,365.0,,,,,180.0,,,7749.4,,,,180.0,,,,,,Spenc,,,80.0,,,12118,,,,,,,Pepper Hamilton,,,11/16/15,,,,Lacot,11/09/2015,,,,,,,,2016-02-04,,,,,,,,,,,,,,,,,,,,,,774.94,,,,,,,,,DC,,,,,,,,,,,,,,,,,
891,,,,,,150.0,,,,,4302.0,,,,3471.75,365.0,,,,,225.0,,,8513.75,,,,,,,,,,Spenc,,,225.0,,,11649,,,,,,,Meridian House,,,10/05/15,,,,McCormack,10/05/2015,,,,,,,,2016-02-04,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,DC,,,,,,,,,,,,,,,,,
892,,,,,,91.82,,,,545.0,270.0,,,,80.0,,,,,,50.0,,,270.0,,80.0,,,,,,,,Spenc,,,45.0,,,12999,,,,,,,Heiden,,,02/01/16,,,,Blake,02/01/2016,,,,,,,,2016-02-06,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,VA,,,,,,,,,,,,,,,,,
893,,,340.0,,,91.82,,2748.0,,545.0,336.0,1884.0,,,80.0,,,1800.0,,,50.0,,,1182.82,,80.0,,1190.0,,,,,1360.0,Spenc,,,20.0,,,13154,,,,,,,Fathom Gallery,,,02/12/16,,,,Blake,02/12/2016,,,,,,,,2016-02-13,,,,,,,,,,,,,,,,,,,,,,118.28,,,,,,,,,DC,,,,,,,,,,,,,,,,,
894,,,340.0,,,150.0,,2748.0,,7947.5,4187.0,1884.0,,2153.0,3036.2,,,1800.0,,,680.0,,,25662.7,,1530.0,,1190.0,,844.63,,,1360.0,Spenc,,,170.0,,,12274,,,,,,,American Gas Association,,,01/07/16,,,,McCormack,11/19/2015,,,,,,,,2016-02-15,,,,,,,,,,,,,,,,,,,,,,2386.27,,,,,,,,,DC,,,,,,,,,,,,,,,,,
895,3514.0,375.0,,,,50.0,,1426.0,,7431.25,3518.0,,,2153.0,2203.36,,,,,,600.0,,,17215.24,,1015.0,,2089.29,,844.63,,,,Spenc,,,145.0,,,12173,,,,,,,Protiviti,,,11/30/15,,,,Lacot,11/11/2015,,,,,,,,2016-02-19,,,,,,,,,,,,,,,,,,,,,,1187.91,,,,,,,,,VA,,,,,,,,,,,,,,,,,
896,3514.0,375.0,300.0,,,150.0,,1426.0,,2700.0,3484.0,,,,1015.05,,,,,,600.0,,,13264.05,,600.0,,499.95,,,,,,Spenc,,,150.0,,,12567,,,,,,,Longwood University Alumni,,,01/06/16,,,,McCormack,12/21/2015,,,,,,,,2016-02-19,,,,,,,,,,,,,,,,,,,,,,1074.4,,,,,,,,,VA,,,,,,,,,,,,,,,,,
897,,,300.0,,,150.0,,1584.0,,4320.0,4082.0,,,,1628.4,,,,,,480.0,,,13144.4,,600.0,,,,,,,,Spenc,,,120.0,,,11937,,,,,,,Singleton,,,11/09/15,,,,McCormack,10/27/2015,,,,,,,,2016-02-20,,,,,,,,,,,,,,,,,,,,,,1007.66,,,,,,,,,MD,,,,,,,,,,,,,,,,,
898,,,275.0,,,75.0,,1621.6,,900.0,2758.0,,,,1065.9,,,,,,220.0,,,975.0,,880.0,,,,1208.98,,,,Spenc,,,150.0,,,13290,,,,,,,Blackboard,,,02/25/16,,,,Blake,02/25/2016,,,,,,,,2016-03-01,,,,,,,,,,,,,,,,,,,,,,97.5,,,,,,,,,DC,,,,,,,,,,,,,,,,,
899,1204.0,,275.0,,,150.0,,1621.6,,5269.25,2758.0,,,,1065.9,,,,,,220.0,,,13448.73,,880.0,,,,1208.98,,,,Spenc,,,110.0,,,8442,,,,,,,SMI Travel,,,01/26/15,,,,McCormack,12/15/2014,,,,,,,,2016-03-05,,,,,,,,,,,,,,,,,,,,,,991.16,,,,,,,,,VA,,,,,,,,,,,,,,,,,
900,1204.0,,172.0,,,150.0,,2464.5,,3311.0,3026.0,,,,1535.96,,,,,,258.0,,,10344.96,,688.0,,7615.4,,,,,,Spenc,,,86.0,,,13281,,,,,,,Meridian House,,,02/26/16,,,,Blake,02/25/2016,,,,,,,,2016-03-05,,,,,,,,,,,,,,,,,,,,,,2237.45,,,,,,,,,DC,,,,,,,,,,,,,,,,,
901,5529.0,,,,,125.0,,2464.5,,10470.0,6859.5,,,,1435.0,380.0,,,,101.0,781.1,,,26229.1,,,,7615.4,,,,,,Spenc,,,300.0,,,9644,,,,,,,Leadership Arlington,,,08/04/15,,,,Arline,03/30/2015,,,,,,,,2016-03-05,,,,,,,,,,,,,,,,,,,,,,2237.45,,,,,,,,,VA,,,,,,,,,,,,,,,,,
902,,,,,,150.0,,,,3150.0,1708.0,,,,1435.0,380.0,,,,101.0,700.0,,,7624.0,,,,564.0,,,,,,Spenc,,,140.0,,,13326,,,,,,,Raytheon Integrated Defense Systems,,,03/01/16,,,,Lacot,02/29/2016,,,,,,,,2016-03-08,,,,,,,,,,,,,,,,,,,,,,752.3,,,,,,,,,DC,,,,,,,,,,,,,,,,,
903,,,60.0,,,150.0,,,,750.0,714.0,,,,123.0,,,,,,60.0,,,924.0,,,,564.0,,,,,,Spenc,,,80.0,,,13274,,,,,,,Top of the Hill - Reserve Officers Association (ROA),,,03/03/16,,,,Blake,02/24/2016,,,,,,,,2016-03-08,,,,,,,,,,,,,,,,,,,,,,92.4,,,,,,,,,DC,,,,,,,,,,,,,,,,,
